INST_NM,CERT_NBR,BranchNBR,INST_DEPOSIT,id
DeKalb County Credit Union,60880,1,0,8943
Gold Coast Bank,58556,1,298842,8944
"CINCO Family Financial Center Credit Union, Inc",68481,1,0,8945
UMB National Bank of America,4768,1,0,8946
Members Heritage Federal Credit Union,13638,1,0,8947
Bank of Kansas,17378,1,0,8948
First Capital Bank of Kentucky,34125,1,346907,8949
First Community Bank,35090,1,0,8950
Colonial Co-Operative Bank,26556,1,0,8951
The Local Credit Union,63342,1,0,8952
Select Bank,34127,1,0,8953
"Bank of Holland, The",34862,1,0,8954
ATL Credit Union,24827,1,0,8955
Amez United Credit Union,63223,1,0,8956
Park Midway Bank,1904,1,0,8957
Minnwest Bank Luverne,8224,1,0,8958
Greater Minnesota Credit Union,64798,1,0,8959
Saint Cloud Federal Credit Union,56377,1,0,8960
Home Federal Savings & Loan Association of Niles,28349,1,59599,8961
Carolina Mountains Credit Union,61938,1,0,8962
Mountain 1st Bank & Trust Company,57763,1,0,8963
Valley Savings Bank,30693,1,0,8964
Patriot State Bank,58386,1,0,8965
Farmers State Bank of Crosby,14353,1,0,8966
American State Bank of Pierre,22554,1,0,8967
Cornerstone Bank,35284,1,0,8968
American Patriot Bank,57169,1,0,8969
USAA Savings Bank,34351,1,636676,8970
Frontier Financial Credit Union,95778,1,0,8971
Signature Bank,10936,1,0,8972
FirstBank-Alma,9108,1,0,8973
United Farmers & Merchants State Bank,8209,1,0,8974
Patriot Bank Minnesota,34823,1,0,8975
Voyager Bank,32173,1,0,8976
Buffalo Ridge Bank,8219,1,0,8977
Valley Bank,18845,1,0,8978
RiverWood Bank,31063,1,0,8979
Pulaski Bank,30284,1,0,8980
Hattiesburg-Laurel Federal Credit Union,24218,1,0,8981
Glendive BN Federal Credit Union,7716,1,0,8982
Eagle Bank & Trust Company of Missouri,17691,1,0,8983
First State Bank of Joplin,1652,1,0,8984
Peoples Bank of the Ozarks,1650,1,0,8985
Symphony Bank,57932,1,0,8986
Crane Federal Credit Union,10544,1,0,8987
Farmers Credit Union,62580,1,2814905,8988
First Federal Savings & Loan Assoc of Independence,27852,1,90671,8989
Bank of Prairie Village,17671,1,92999,8990
Heartland Bank,1361,1,0,8991
First National Bank of Kansas,33789,1,0,8992
State Bank of Chester,16881,1,0,8993
Omaha State Bank,20628,1,0,8994
Nebraska National Bank,34028,1,0,8995
Heartland Community Bank,34053,1,0,8996
First Colebrook Bank,6212,1,226048,8997
Methuen Municipal Employees Federal Credit Union,10954,1,0,8998
First National Bank,6667,1,0,8999
Young Americans Bank,27010,1,15368,9000
Bank of Fayetteville,26975,1,0,9001
Simmons First Bank of Northwest Arkansas,15233,1,0,9002
Valley Community Bank,34689,1,0,9003
"First Clover Leaf Bank, FSB",30330,1,0,9004
First Community State Bank,20028,1,0,9005
Citizens Bank of Massachusetts,18562,1,0,9006
Meetinghouse Co-Operative Bank,26715,1,97074,9007
Bank of Southeastern Connecticut,57251,1,0,9008
Premier Bank,33992,1,0,9009
Florida Bank,26280,1,0,9010
ProBank,58546,1,0,9011
Battle Creek Area Community Federal Credit Union,439,1,0,9012
Teche Federal Bank,29028,1,0,9013
Peoples Credit Union,67677,1,0,9014
Hutchinson Government Employees Credit Union,63090,1,0,9015
Wayne County Bank,9168,1,251166,9016
Hometown Federal Credit Union,1621,1,0,9017
Community Link Federal Credit Union,24770,1,0,9018
Central Susquehanna Community Federal Credit Union,14180,1,0,9019
Sterling Bank,33211,1,0,9020
"Encore Bank, National Association",58376,1,0,9021
Moapa Valley Federal Credit Union,12585,1,0,9022
New City Bank,57597,1,0,9023
Trinity Valley Teachers Credit Union,67634,1,0,9024
Central National Bank & Trust Company,10040,1,0,9025
Saehan Bank,33435,1,0,9026
Catoosa Teachers Federal Credit Union,12176,1,0,9027
HMC Employees Federal Credit Union,12568,1,0,9028
Alliance National Bank,35173,1,0,9029
Constitution Corporate Federal Credit Union,24752,1,0,9030
"Roanoke Rapids Savings Bank, SSB",28314,1,42291,9031
Advantage One Credit Union,68343,1,98120237,9032
First National Bank of Anson,3078,1,53016,9033
Moore West Federal Credit Union,23953,1,0,9034
Patapsco Bank,30869,1,0,9035
Fairmount Bank,32369,1,0,9036
Joplin Metro Credit Union,64691,1,0,9037
First Metropolitan Credit Union,64154,1,0,9038
Bartow County Bank,21495,1,0,9039
Metro Bank,58653,1,0,9040
C&O United Credit Union,62587,1,0,9041
"Bank of Arkansas, National Association",33482,1,0,9042
Long Island State Employees Federal Credit Union,2782,1,0,9043
"Local #673 Credit Union, Inc",62852,1,0,9044
VAMCO Credit Union,62792,1,0,9045
Savannah Postal Credit Union,67364,1,0,9046
Torrance Community Credit Union,12543,1,0,9047
Farmers State Bank of Fulton County,23866,1,0,9048
Midwestern State University Credit Union,67549,1,0,9049
Chatham Eben Co-op Credit Union,5272,1,0,9050
"Vanguard National Trust Company, National Assoc",57304,1,0,9051
Iowa Community Credit Union,64019,1,0,9052
Community National Bank,34503,1,0,9053
Members Choice Credit Union,96711,1,0,9054
LCRA Credit Union,67537,1,0,9055
Oaks B&T Company,26264,1,0,9056
First Clover Leaf Bank,30282,1,0,9057
Gateway Bank of Saint Louis,19450,1,0,9058
Randolph Bank & Trust Company,22746,1,0,9059
"TIB The Independent Bankers Bank, National Assoc",23647,1,1683144,9060
Seagoville Federal Credit Union,6008,1,0,9061
Bison Federal Credit Union,7149,1,0,9062
White River Credit Union,67201,1,7052161,9063
Security State Bank,8102,1,0,9064
Southland Savings Federal Credit Union,2016,1,0,9065
Southeast Federal Credit Union,22215,1,0,9066
Bank of Naples,35396,1,0,9067
Bank of Lumber City,16281,1,17101,9068
T&P Federal Credit Union,5493,1,0,9069
City National Bank of Colorado City,3144,1,119276,9070
Washita Valley Bank,2308,1,34220,9071
Fairfield County Federal Credit Union,24723,1,0,9072
Generations Credit Union,68220,1,0,9073
Knife River Credit Union,67007,1,0,9074
First Charter Bank,4886,1,0,9075
Surrey Bank & Trust,34209,1,207517,9076
Montcalm Public Credit Union,61999,1,0,9077
SB Community Federal Credit Union,7810,1,0,9078
Byron Bank,11405,1,0,9079
Barwick Banking Company,22205,1,10991,9080
Central Michigan Community Federal Credit Union,5743,1,0,9081
Kenowa Community Federal Credit Union,8119,1,0,9082
Colorado Community Bank,24247,1,0,9083
Gateway Commercial Bank,58678,1,79514,9084
Gulf Shore Federal Credit Union,2442,1,0,9085
TC Teachers Federal Credit Union,8589,1,0,9086
Galveston Government Employees Credit Union,67427,1,0,9087
National Bank of Arkansas in North Little Rock,23331,1,0,9088
Charter Trust Company,25825,1,0,9089
Freedom Bank,19722,1,0,9090
Wichita Falls Federal Credit Union,6317,1,0,9091
Ameribank,6782,1,0,9092
Mesa Bank,34911,1,0,9093
Palm Springs City EFCU,12111,1,0,9094
Second Federal Savings & Loan Assoc of Chicago,27986,1,0,9095
Local 142 Federal Credit Union,8004,1,0,9096
Fellowship Credit Union,60630,1,0,9097
WNC Community Credit Union,66854,1,0,9098
Warren Municipal Federal Credit Union,7633,1,324418,9099
Hemisphere National Bank,22846,1,0,9100
Manson State Bank,223,1,34484,9101
Focus First Federal Credit Union,10220,1,57738238,9102
First United Bank,20685,1,0,9103
Aroostook County Federal Savings & Loan Assoc,29743,1,88951,9104
Johnson County Bank,22070,1,99539,9105
Gates Banking & Trust Company,10306,1,38913,9106
Hillcrest Federal Credit Union,7162,1,0,9107
Advanta Bank,18664,1,0,9108
Franciscan Skemp Credit Union,66611,1,0,9109
Quad Cities Postal Credit Union,60535,1,0,9110
Horatio State Bank,109,1,136040,9111
EM Federal Credit Union,7715,1,0,9112
Okaw Building & Loan,27858,1,0,9113
First National Bank of Beloit,4630,1,68619,9114
Hawaii Schools Federal Credit Union,1785,1,0,9115
Southern Federal Credit Union,9214,1,0,9116
Brazos National Bank,24038,1,16245,9117
MainSource Bank of Illinois,18630,1,0,9118
Senator Bank,32559,1,0,9119
Washington Postal Employees Federal Credit Union,16412,1,0,9120
Decatur County Bank,6101,1,74866,9121
First National Bank of Colorado,21267,1,0,9122
Human Services Employees Credit Union,61730,1,0,9123
Horizon Credit Union,63844,1,0,9124
State Bank of Cerro Gordo,11311,1,21065,9125
One Detroit Credit Union,61495,1,0,9126
First Star Bank,31595,1,0,9127
Sweetwater Regional Federal Credit Union,11377,1,0,9128
Kent Credit Union Inc,67199,1,0,9129
FirstBank of Arapahoe County,27336,1,0,9130
Shamrock Bank of Florida,58553,1,0,9131
Fidelity Bank of Texas,21455,1,84014,9132
State Bank of Burrton,16583,1,9759,9133
SCMH Employees Federal Credit Union,22585,1,632881,9134
Century National Bank,28624,1,0,9135
LinXus Credit Union,64948,1,0,9136
Metro Community Federal Credit Union,8791,1,0,9137
"PNC Bank, National Association",3684,1,237987918,9138
Financial Plus Credit Union,64443,1,0,9139
IBEW Community Federal Credit Union,20503,1,0,9140
Celtic Bank,57056,1,330585,9141
Home Federal Savings & Loan Association,31774,1,35922,9142
VAC Employees Federal Credit Union,6225,1,0,9143
Martinsburg VA Center Federal Credit Union,22337,1,0,9144
First Choice Community Bank,58539,1,0,9145
First Commerce Community Bank,57448,1,0,9146
United Commerce Bank,35306,1,0,9147
Lincoln Park Community Credit Union,61701,1,0,9148
Pasadena Service Federal Credit Union,1368,1,0,9149
Community One Federal Credit Union,13431,1,0,9150
Cumorah Credit Union,86753,1,0,9151
TransAtlantic Bank,25580,1,0,9152
Bayou City Federal Credit Union,23582,1,0,9153
Bank Iowa,11354,1,0,9154
Citizens National Bank,24085,1,85470,9155
New Alliance Federal Credit Union,373,1,0,9156
Taper Lock Credit Union,68286,1,0,9157
Bank of Montgomery,20769,1,37247,9158
Cosmopolitan Bank & Trust,16935,1,0,9159
California First National Bank,35331,1,507583,9160
First National Bank of Litchfield,2500,1,0,9161
Michigan Columbus Federal Credit Union,5554,1,0,9162
Community Bank of Broward,57300,1,0,9163
Platinum Community Bank,35030,1,0,9164
Community Bank,58517,1,67998,9165
Ohio Teamsters Credit Union,61136,1,0,9166
Texas Telcom Credit Union,67490,1,0,9167
Columbia Greene Federal Credit Union,21878,1,0,9168
Community Bank of Rowan,58250,1,0,9169
Citizens South Bank,28833,1,0,9170
First National Bank of Crossett,1757,1,122168,9171
Volunteer Corporate Credit Union,68054,1,0,9172
First National Bank of Floydada,3197,1,88099,9173
"Waukegan Savings & Loan, SB",28243,1,0,9174
Tyler City Employees Credit Union,67638,1,0,9175
Farm Bureau Family Credit Union,62330,1,0,9176
Merritt Federal Credit Union,4303,1,1069425000,9177
Las Colinas Federal Credit Union,10424,1,0,9178
First Security Trust,33945,1,0,9179
BPD Bank,26508,1,0,9180
Firefighters Credit Union,97052,1,0,9181
South Texas Federal Credit Union,8237,1,0,9182
Fidelity National Bank,22153,1,0,9183
"First Financial Bank, National Association",16653,1,0,9184
First Texas Bank,20825,1,0,9185
SouthCrest Bank,17041,1,0,9186
Santa Paula Community Bank,57850,1,0,9187
Minnwest Bank Central,1398,1,0,9188
"Morris Plan Company of Terre Haute, Inc.",32907,1,50216,9189
Cornerstone Bank,35269,1,0,9190
Professional Police Officers Credit Union,82769,1,0,9191
United Neighbors Federal Credit Union,9478,1,0,9192
Park Side Federal Credit Union,16700,1,0,9193
MCM Savings Bank,1939,1,0,9194
State Bank,15751,1,30818,9195
NestEgg Federal Credit Union,6143,1,0,9196
Riverside National Bank of Florida,24067,1,0,9197
Lower Columbia Longshoremen Federal Credit Union,9289,1,0,9198
Springfield City Employees Credit Union,65424,1,0,9199
Equitable Federal Credit Union,1649,1,0,9200
Saint Joseph Federal Credit Union,4884,1,0,9201
American Security Bank,33121,1,0,9202
Bank Iowa,5801,1,0,9203
"Stearns Bank Arizona, National Assoc",34431,1,0,9204
CCMH Federal Credit Union,21057,1,0,9205
Lakeside Community Bank,34878,1,0,9206
Bank of the Mountains,21219,1,56826,9207
PAC Federal Credit Union,22280,1,1069425000,9208
Valley State Credit Union,60775,1,0,9209
Rappahannock National Bank of Washington,6925,1,0,9210
Roma Bank,30041,1,0,9211
Nevada National Bank,58418,1,0,9212
Community Mutual Savings Bank,23047,1,0,9213
Blue Flame Credit Union,63519,1,0,9214
Greensboro Postal Credit Union,63445,1,0,9215
North Carolina Community Federal Credit Union,12004,1,0,9216
Nebraska State Employees Credit Union,65816,1,0,9217
Oglethorpe Bank,57440,1,0,9218
Trust Company,34575,1,0,9219
RockBridge Commercial Bank,58315,1,0,9220
National Bank of Georgia,35338,1,0,9221
Circle 10 Federal Credit Union,14385,1,0,9222
1st Pacific Bank of California,35517,1,0,9223
Metro Phoenix Bank,58402,1,96584,9224
Lexington MA Federal Credit Union,14750,1,0,9225
Eastern Corporate Federal Credit Union,23254,1,0,9226
Tenet Federal Credit Union,17747,1,0,9227
Oshkosh Community Credit Union,66779,1,6399019,9228
Fifth Street Bank,58393,1,0,9229
Richmond Postal Credit Union,66929,1,210082,9230
MG&E Credit Union,66500,1,0,9231
Oregon Pioneer Federal Credit Union,7330,1,0,9232
Fairport Federal Credit Union,20956,1,1760713,9233
Rushmore Electric Federal Credit Union,16444,1,0,9234
Hale County Teachers Federal Credit Union,15297,1,372892,9235
Brownfield Federal Credit Union,13873,1,0,9236
First Security Bank,4041,1,103071,9237
Gold Bank,13155,1,0,9238
Pinnacle Bank Sioux City,18958,1,68618,9239
Syracuse Fire Dept Employees Federal Credit Union,6627,1,2711851,9240
Elberton Federal Savings & Loan Association,29065,1,16472,9241
Glen Burnie Mutual Savings Bank,27567,1,77896,9242
Gas & Electric Employees Credit Union,64117,1,2814905,9243
Virginia Beach Postal Federal Credit Union,15536,1,0,9244
BCS Community Credit Union,66037,1,0,9245
Tippins Bank & Trust Company,15769,1,0,9246
Sewickley Savings Bank,30154,1,227208,9247
West Monroe Federal Credit Union,22527,1,1160402,9248
Vermillion State Bank,10214,1,470485,9249
North Penn Bank,31188,1,0,9250
Greece Central Federal Credit Union,24274,1,991358,9251
Palmetto Trust Federal Credit Union,9084,1,4357770,9252
Port Chester Teachers Federal Credit Union,9532,1,0,9253
Desert Commercial Bank,57976,1,0,9254
Schlumberger Employees Credit Union,67625,1,0,9255
Parkway Bank,20160,1,0,9256
Valwood Park Federal Credit Union,21788,1,0,9257
Alaska First Bank & Trust,27311,1,0,9258
Eddyville Cooperative Credit Union,66274,1,0,9259
Silver Falls Bank,35399,1,0,9260
Wells Fargo Financial National Bank,27389,1,4325,9261
Windward Community Federal Credit Union,8435,1,1086292000,9262
Cedars Bank,27069,1,0,9263
Texas Coastal Community Federal Credit Union,15788,1,23202,9264
G&L Bank,34921,1,0,9265
Bridgeport Fire Department Employees FCU,10451,1,0,9266
Community Bank,12387,1,0,9267
First Bank & Trust Company of Illinois,18641,1,211944,9268
Lexington Avenue Federal Credit Union,12833,1,0,9269
Gates Chili Federal Credit Union,16236,1,0,9270
Farmers State Bank,13775,1,111695,9271
American Bank & Trust of the Cumberlands,31980,1,174817,9272
"Bluebonnet Savings Bank, FSB",32648,1,0,9273
Holy Family Parma Federal Credit Union,8944,1,0,9274
Independence Bank,57688,1,0,9275
Communitys Bank,57041,1,0,9276
Vision Bank,5668,1,0,9277
Los Alamos Schools Credit Union,61165,1,48144,9278
Bank of McLouth,15363,1,0,9279
"United Americas Bank, National Association",35065,1,0,9280
Bank of Virginia,57627,1,0,9281
NMA Federal Credit Union,13491,1,0,9282
"Integra Bank, National Association",4392,1,0,9283
Newport News Municipal Employees Credit Union,66970,1,0,9284
Service Credit Union,66530,1,112950,9285
Chetopa State Bank & Trust Company,13956,1,29104,9286
Conservation Employees Credit Union,64199,1,0,9287
Employment Security Credit Union,62598,1,0,9288
SouthTrust Corporation,849,1,0,9289
WCU Credit Union,61150,1,0,9290
T&I Credit Union,61879,1,0,9291
Boulder Dam Credit Union,96084,1,0,9292
Ambraw Federal Credit Union,567,1,0,9293
Employees United Federal Credit Union,21904,1,0,9294
Bank of Cairo & Moberly,8254,1,72147,9295
First National Bank of the Rockies,3041,1,6591607,9296
"Universal Savings Bank, F.A.",32534,1,0,9297
Gruver State Bank,16495,1,55764,9298
Mopac Employees Federal Credit Union,1129,1,0,9299
Internal Revenue Federal Credit Union,2446,1,0,9300
CO-NE Federal Credit Union,17250,1,0,9301
Avidbank,57510,1,463130,9302
Palm Bank,57456,1,0,9303
Coastal Bank,34898,1,0,9304
Sonoma County Grange Credit Union,63373,1,0,9305
PACE Credit Union,64190,1,0,9306
Keystone Credit Union,67869,1,0,9307
Sentinel Graphics Federal Credit Union,14393,1,0,9308
Fort Morgan Schools Federal Credit Union,10180,1,0,9309
Kansas Blue Cross Blue Shield Credit Union,60295,1,0,9310
Patriot Bank,3258,1,0,9311
Harvest Federal Credit Union,20302,1,0,9312
Champion Federal Credit Union,20570,1,0,9313
Total Community Credit Union,62245,1,0,9314
Educational Community Credit Union,62589,1,0,9315
Texas First Bank Santa Fe,22420,1,0,9316
Craftsman Credit Union,61511,1,0,9317
Spirit of America Federal Credit Union,24724,1,0,9318
Incenta Federal Credit Union,293,1,0,9319
Sunnyside Federal Savings & Loan,28805,1,79586,9320
Transfiguration Parish Federal Credit Union,15067,1,0,9321
First National Bank of Frederick,3985,1,16896,9322
Pacific International Bank,57246,1,0,9323
Farmers State Bank,13257,1,0,9324
Americas First Network Credit Union,68680,1,0,9325
"Franklin Templeton Bank & Trust, FSB",22087,1,0,9326
Merrick Bank Corporation,34519,1,1751666,9327
Sheet Metal Workers Federal Credit Union,20174,1,19751,9328
Town Community Bank & Trust,34705,1,0,9329
AFB&T,28225,1,0,9330
MONEY Federal Credit Union,22566,1,0,9331
Belen Railway Employees Credit Union,62841,1,0,9332
First National Bank of Ruidoso,26491,1,0,9333
Lamesa National Bank,3292,1,268345,9334
Northeast Panhandle Teachers Federal Credit Union,19171,1,0,9335
Best of Iowa Community Credit Union,64391,1,0,9336
IAM Federal Credit Union,16556,1,1169569000,9337
Brantley Bank & Trust Company,16386,1,59913,9338
Town-Country National Bank,22621,1,84003,9339
Lincoln 1st Bank,28963,1,124039,9340
Sunflower UP Federal Credit Union,7610,1,0,9341
Secure Credit Union,67692,1,0,9342
Calcasieu Teachers & Employee Credit Union,63142,1,0,9343
